INFO 2025-05-24 10:35:32,680 autoreload Watching for file changes with StatReloader
DEBUG 2025-05-24 10:35:34,693 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\moviepy\video\fx\EvenSize.py first seen with mtime 1747823746.722821
DEBUG 2025-05-24 10:35:34,693 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\prompt_toolkit\shortcuts\__init__.py first seen with mtime 1741659341.1648848
DEBUG 2025-05-24 10:35:34,693 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\contenttypes\admin.py first seen with mtime 1741965425.7490716
DEBUG 2025-05-24 10:35:34,693 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\prompt_toolkit\output\__init__.py first seen with mtime 1741659341.1477613
DEBUG 2025-05-24 10:35:34,693 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\moviepy\version.py first seen with mtime 1747823746.5621507
DEBUG 2025-05-24 10:35:34,693 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\token.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,693 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\DLLs\_lzma.pyd first seen with mtime 1738667306.0
DEBUG 2025-05-24 10:35:34,694 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\db\models\constants.py first seen with mtime 1741965428.4029987
DEBUG 2025-05-24 10:35:34,694 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\jedi\inference\references.py first seen with mtime 1741659346.5099776
DEBUG 2025-05-24 10:35:34,694 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\certifi\core.py first seen with mtime 1741659344.3833652
DEBUG 2025-05-24 10:35:34,694 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\jedi\inference\value\decorator.py first seen with mtime 1741659346.5257156
DEBUG 2025-05-24 10:35:34,694 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\imageio\core\__init__.py first seen with mtime 1747823744.8050344
DEBUG 2025-05-24 10:35:34,694 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\jedi\inference\value\instance.py first seen with mtime 1741659346.5257156
DEBUG 2025-05-24 10:35:34,694 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_arrayterator_impl.py first seen with mtime 1741659043.4171896
DEBUG 2025-05-24 10:35:34,694 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\core\exceptions.py first seen with mtime 1741965428.2073047
DEBUG 2025-05-24 10:35:34,694 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\re\_compiler.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,694 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\win32\lib\pywin32_bootstrap.py first seen with mtime 1741659334.2667413
DEBUG 2025-05-24 10:35:34,695 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\views\generic\__init__.py first seen with mtime 1741965428.6683908
DEBUG 2025-05-24 10:35:34,695 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\sessions\exceptions.py first seen with mtime 1741965427.448783
DEBUG 2025-05-24 10:35:34,695 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\jedi\api\errors.py first seen with mtime 1741659346.4943593
DEBUG 2025-05-24 10:35:34,695 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\admin\sites.py first seen with mtime 1741965424.498747
DEBUG 2025-05-24 10:35:34,695 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\template\context.py first seen with mtime 1741965428.561389
DEBUG 2025-05-24 10:35:34,695 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\parso\python\tokenize.py first seen with mtime 1741659341.8052118
DEBUG 2025-05-24 10:35:34,695 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\parso\utils.py first seen with mtime 1741659341.7894778
DEBUG 2025-05-24 10:35:34,695 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\html\entities.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,695 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\prompt_toolkit\completion\word_completer.py first seen with mtime 1741659341.116514
DEBUG 2025-05-24 10:35:34,695 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\db\backends\base\base.py first seen with mtime 1741965428.3217142
DEBUG 2025-05-24 10:35:34,696 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\prompt_toolkit\styles\named_colors.py first seen with mtime 1741659341.1648848
DEBUG 2025-05-24 10:35:34,696 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\jedi\cache.py first seen with mtime 1741659346.4943593
DEBUG 2025-05-24 10:35:34,696 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\imageio_ffmpeg\__init__.py first seen with mtime 1747823742.7388227
DEBUG 2025-05-24 10:35:34,696 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\tokenize.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,696 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\xml\dom\xmlbuilder.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,696 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\prompt_toolkit\shortcuts\dialogs.py first seen with mtime 1741659341.1648848
DEBUG 2025-05-24 10:35:34,696 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\pygments\plugin.py first seen with mtime 1741659339.286966
DEBUG 2025-05-24 10:35:34,696 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\imageio\plugins\ffmpeg.py first seen with mtime 1747823745.0615659
DEBUG 2025-05-24 10:35:34,696 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\pkgutil.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,696 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\moviepy\video\fx\Painting.py first seen with mtime 1747823746.8689876
DEBUG 2025-05-24 10:35:34,696 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\http\__init__.py first seen with mtime 1741965428.5427918
DEBUG 2025-05-24 10:35:34,697 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\IPython\core\usage.py first seen with mtime 1741659348.8068042
DEBUG 2025-05-24 10:35:34,697 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\pygments\lexers\__init__.py first seen with mtime 1741659339.3027563
DEBUG 2025-05-24 10:35:34,697 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\MySQLdb\constants\FLAG.py first seen with mtime 1742204234.0879502
DEBUG 2025-05-24 10:35:34,697 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\IPython\core\magics\code.py first seen with mtime 1741659348.8068042
DEBUG 2025-05-24 10:35:34,697 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\prompt_toolkit\layout\layout.py first seen with mtime 1741659341.1477613
DEBUG 2025-05-24 10:35:34,697 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\tqdm\utils.py first seen with mtime 1747823737.5364811
DEBUG 2025-05-24 10:35:34,697 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\db\models\functions\comparison.py first seen with mtime 1741965428.429512
DEBUG 2025-05-24 10:35:34,697 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\moviepy\video\fx\FadeIn.py first seen with mtime 1747823746.7381935
DEBUG 2025-05-24 10:35:34,698 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\db\migrations\state.py first seen with mtime 1741965428.3834212
DEBUG 2025-05-24 10:35:34,698 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\template\backends\__init__.py first seen with mtime 1741965428.5720541
DEBUG 2025-05-24 10:35:34,698 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_typing\_nbit.py first seen with mtime 1741659043.966791
DEBUG 2025-05-24 10:35:34,698 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_add_newdocs.py first seen with mtime 1741659043.7792082
DEBUG 2025-05-24 10:35:34,698 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\IPython\core\history.py first seen with mtime 1741659348.791181
DEBUG 2025-05-24 10:35:34,698 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\string.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,698 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\http\__init__.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,698 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\core\checks\security\sessions.py first seen with mtime 1741965428.2385936
DEBUG 2025-05-24 10:35:34,698 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\imageio\v2.py first seen with mtime 1747823744.7300446
DEBUG 2025-05-24 10:35:34,698 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\forms\renderers.py first seen with mtime 1741965428.4449778
DEBUG 2025-05-24 10:35:34,699 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\executing\_position_node_finder.py first seen with mtime 1741659342.4773278
DEBUG 2025-05-24 10:35:34,699 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\prompt_toolkit\search.py first seen with mtime 1741659341.1008968
DEBUG 2025-05-24 10:35:34,699 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\prompt_toolkit\application\__init__.py first seen with mtime 1741659341.1008968
DEBUG 2025-05-24 10:35:34,699 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\db\backends\base\__init__.py first seen with mtime 1741965428.3217142
DEBUG 2025-05-24 10:35:34,699 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\template\exceptions.py first seen with mtime 1741965428.561389
DEBUG 2025-05-24 10:35:34,699 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\jedi\inference\recursion.py first seen with mtime 1741659346.5099776
DEBUG 2025-05-24 10:35:34,699 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\parso\python\pep8.py first seen with mtime 1741659341.8052118
DEBUG 2025-05-24 10:35:34,699 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\db\backends\mysql\base.py first seen with mtime 1741965428.337325
DEBUG 2025-05-24 10:35:34,699 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\imageio\typing.py first seen with mtime 1747823744.7105536
DEBUG 2025-05-24 10:35:34,699 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\traitlets\utils\decorators.py first seen with mtime 1741659336.4085956
DEBUG 2025-05-24 10:35:34,700 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_typing\_nbit_base.py first seen with mtime 1741659043.9677887
DEBUG 2025-05-24 10:35:34,700 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\prompt_toolkit\formatted_text\ansi.py first seen with mtime 1741659341.116514
DEBUG 2025-05-24 10:35:34,700 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\core\mail\backends\smtp.py first seen with mtime 1741965428.270443
DEBUG 2025-05-24 10:35:34,700 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\moviepy\audio\fx\AudioFadeIn.py first seen with mtime 1747823746.582465
DEBUG 2025-05-24 10:35:34,700 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\__init__.py first seen with mtime 1741659043.8287973
DEBUG 2025-05-24 10:35:34,700 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\prompt_toolkit\eventloop\async_generator.py first seen with mtime 1741659341.116514
DEBUG 2025-05-24 10:35:34,700 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\wsgiref\__init__.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,700 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\html\__init__.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,700 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\utils\deconstruct.py first seen with mtime 1741965428.6200008
DEBUG 2025-05-24 10:35:34,700 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_subprocess.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,700 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\importlib\resources\__init__.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,701 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\IPython\core\extensions.py first seen with mtime 1741659348.791181
DEBUG 2025-05-24 10:35:34,701 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\prompt_toolkit\filters\base.py first seen with mtime 1741659341.116514
DEBUG 2025-05-24 10:35:34,701 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\IPython\terminal\pt_inputhooks\__init__.py first seen with mtime 1741659348.8380523
DEBUG 2025-05-24 10:35:34,701 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\xml\dom\__init__.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,701 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\pygments\styles\_mapping.py first seen with mtime 1741659339.4433734
DEBUG 2025-05-24 10:35:34,701 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\auth\tokens.py first seen with mtime 1741965425.5061953
DEBUG 2025-05-24 10:35:34,701 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\newproject\urls.py first seen with mtime 1744108902.0289903
DEBUG 2025-05-24 10:35:34,701 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\traceback.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,701 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\core\handlers\__init__.py first seen with mtime 1741965428.2546306
DEBUG 2025-05-24 10:35:34,701 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\stack_data\__init__.py first seen with mtime 1741659346.056412
DEBUG 2025-05-24 10:35:34,702 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\messages\__init__.py first seen with mtime 1741965426.881583
DEBUG 2025-05-24 10:35:34,702 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\IPython\core\displaypub.py first seen with mtime 1741659348.791181
DEBUG 2025-05-24 10:35:34,702 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\prompt_toolkit\widgets\base.py first seen with mtime 1741659341.1648848
DEBUG 2025-05-24 10:35:34,702 utils (0.041) 
                SELECT VERSION(),
                       @@sql_mode,
                       @@default_storage_engine,
                       @@sql_auto_is_null,
                       @@lower_case_table_names,
                       CONVERT_TZ('2001-01-01 01:00:00', 'UTC', 'UTC') IS NOT NULL
            ; args=None; alias=default
DEBUG 2025-05-24 10:35:34,703 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\pdb.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,703 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\db\backends\base\creation.py first seen with mtime 1741965428.3217142
DEBUG 2025-05-24 10:35:34,703 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_index_tricks_impl.py first seen with mtime 1741659043.4251914
DEBUG 2025-05-24 10:35:34,703 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\core\checks\database.py first seen with mtime 1741965428.222962
DEBUG 2025-05-24 10:35:34,703 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\IPython\terminal\ptutils.py first seen with mtime 1741659348.8380523
DEBUG 2025-05-24 10:35:34,703 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\hmac.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,703 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\middleware\csrf.py first seen with mtime 1741965428.5558124
DEBUG 2025-05-24 10:35:34,703 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\linecache.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,704 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\dotenv\main.py first seen with mtime 1747823738.1231084
DEBUG 2025-05-24 10:35:34,704 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\utils\timesince.py first seen with mtime 1741965428.63743
DEBUG 2025-05-24 10:35:34,704 utils (0.001) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None; alias=default
DEBUG 2025-05-24 10:35:34,704 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\email\quoprimime.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:34,704 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\moviepy\video\__init__.py first seen with mtime 1747823746.6827998
